gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mrna_id	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction	dbcan_any_hit_candidate	high_confidence_cazyme	significant_high_confidence_cazyme	strong_high_confidence_cazyme
gene_7274	interaction_vs_onu	17.3743669302283	-2.29115510312925	0.566098140054926	-4.04727544751684	5.1817251942993e-05	0.000161469121453229	mRNA_7274	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	2.4.1.321:3	GH94(48-791)	GH94_e4(49-789)	GH94	GH94_e4	cellulose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_1512	interaction_vs_onu	18.452381283645	2.05864438993151	0.514118156223006	4.00422425275825	6.22213204427749e-05	0.000191519058968052	mRNA_1512	SP	TRUE	0.000266	0.999719	CS pos: 18-19. Pr: 0.9409	TRUE	TRUE	3	-	AA16(19-187)	AA16_e2(20-188)	AA16	AA16_e2	cellulose	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7275	interaction_vs_onu	40.120850285066	-1.30365725270685	0.333690831536522	-3.90678175574676	9.35335631890721e-05	0.000280044526372318	mRNA_7275	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT2(403-589)	GT2(304-585)	GT2	GT2	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5516	interaction_vs_onu	39.7302966028292	-1.40205577492889	0.364798908954878	-3.84336614093962	0.000121358204809669	0.000355516373599512	mRNA_5516	OTHER	FALSE	1.000000	0.000001		TRUE	TRUE	2	3.5.1.41:1	-	CE4_e177(88-181)	CE4	CE4_e177	chitin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6541	interaction_vs_onu	60.2300646917425	-1.24793315206683	0.349380569660144	-3.57184474591917	0.000354475538549113	0.000957800066281694	mRNA_6541	SP	TRUE	0.005108	0.994875	CS pos: 24-25. Pr: 0.9134	TRUE	TRUE	3	1.1.99.18:13	AA3_1(44-586)	AA3_e46(51-586)	AA3_1+AA3_1+CBM1	AA3_1	cellulose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7354	interaction_vs_onu	28.7582842280681	-1.38762562704677	0.413385828424389	-3.35673245581658	0.000788693908953547	0.00198916318816805	mRNA_7354	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	2	-	-	GT2(1-157)	GT2	GT2	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2958	interaction_vs_onu	14.2359853843173	-2.75751245771529	0.82682938620815	-3.33504408976231	0.000852858758877035	0.00213401665477563	mRNA_2958	SP	TRUE	0.000337	0.999617	CS pos: 16-17. Pr: 0.9622	TRUE	TRUE	3	1.14.99.54:5;1.14.99.56:1	AA9(5-214)	AA9_e7(7-215)	AA9	AA9_e7	cellulose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3477	interaction_vs_onu	43.8052472722936	1.12872839192337	0.402064663903443	2.80733049496345	0.00499539619030724	0.0105037070471702	mRNA_3477	SP	TRUE	0.000320	0.999654	CS pos: 24-25. Pr: 0.9221	TRUE	TRUE	3	-	CE5(30-222)	CE5_e48(30-222)	CE5	CE5_e48	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_3418	interaction_vs_onu	9.33743689093727	-2.53636813970306	0.926101714596569	-2.73875763291072	0.00616718191610319	0.0126688450208407	mRNA_3418	SP	TRUE	0.000270	0.999711	CS pos: 19-20. Pr: 0.9808	TRUE	TRUE	3	1.14.99.54:1	AA9(9-228)	AA9_e16(10-228)	AA9	AA9_e16	cellulose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7187	interaction_vs_onu	1.87541389546461	-4.15468511114214	1.83844321833147	-2.25989308220943	0.0238278873701151	0.0421331782458553	mRNA_7187	OTHER	FALSE	1.000000	0.000002		TRUE	TRUE	3	-	GT90(345-620)	GT90_e11(347-622)	GT90	GT90_e11	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
