pathway	gene_id
Fatty acid biosynthesis (path 1)	gene_4453
Fatty acid biosynthesis (path 1)	gene_4914
Fatty acid biosynthesis (path 1)	gene_5098
Fatty acid biosynthesis (path 1)	gene_5908
Fatty acid biosynthesis (path 1)	gene_6041
Fatty acid biosynthesis (path 1)	gene_6806
Fatty acid biosynthesis (path 1)	gene_6999
Fatty acid biosynthesis (path 1)	gene_7336
Fatty acid biosynthesis (path 1)	gene_7695
Fatty acid biosynthesis (path 1)	gene_7936
Fatty acid biosynthesis (path 1)	gene_8124
Fatty acid biosynthesis (path 1)	gene_8242
Fatty acid biosynthesis (path 1)	gene_8490
Fatty acid biosynthesis (path 1)	gene_8491
Fatty acid biosynthesis (path 1)	gene_8621
Fatty acid biosynthesis (path 2)	gene_1114
Fatty acid biosynthesis (path 2)	gene_1399
Fatty acid biosynthesis (path 2)	gene_4308
Fatty acid biosynthesis (path 2)	gene_5461
Fatty acid biosynthesis (path 2)	gene_6203
Fatty acid biosynthesis (path 2)	gene_6790
Fatty acid biosynthesis (path 2)	gene_7226
Fatty acid biosynthesis (path 2)	gene_7401
Fatty acid biosynthesis (path 2)	gene_7402
Fatty acid biosynthesis (path 2)	gene_7933
Fatty acid biosynthesis (path 2)	gene_873
Fatty acid metabolism	gene_1035
Fatty acid metabolism	gene_1114
Fatty acid metabolism	gene_1207
Fatty acid metabolism	gene_1225
Fatty acid metabolism	gene_1399
Fatty acid metabolism	gene_1474
Fatty acid metabolism	gene_1566
Fatty acid metabolism	gene_2043
Fatty acid metabolism	gene_2106
Fatty acid metabolism	gene_2229
Fatty acid metabolism	gene_2633
Fatty acid metabolism	gene_3193
Fatty acid metabolism	gene_3212
Fatty acid metabolism	gene_3213
Fatty acid metabolism	gene_3428
Fatty acid metabolism	gene_3447
Fatty acid metabolism	gene_3449
Fatty acid metabolism	gene_4055
Fatty acid metabolism	gene_4258
Fatty acid metabolism	gene_4308
Fatty acid metabolism	gene_4321
Fatty acid metabolism	gene_4473
Fatty acid metabolism	gene_4491
Fatty acid metabolism	gene_4567
Fatty acid metabolism	gene_5183
Fatty acid metabolism	gene_5461
Fatty acid metabolism	gene_613
Fatty acid metabolism	gene_6203
Fatty acid metabolism	gene_6642
Fatty acid metabolism	gene_67
Fatty acid metabolism	gene_6790
Fatty acid metabolism	gene_7217
Fatty acid metabolism	gene_7226
Fatty acid metabolism	gene_7290
Fatty acid metabolism	gene_7401
Fatty acid metabolism	gene_7402
Fatty acid metabolism	gene_7492
Fatty acid metabolism	gene_7852
Fatty acid metabolism	gene_7906
Fatty acid metabolism	gene_7932
Fatty acid metabolism	gene_7933
Fatty acid metabolism	gene_8585
Fatty acid metabolism	gene_8589
Fatty acid metabolism	gene_873
Fatty acid metabolism	gene_929
Flagellar assembly	gene_4239
Flagellar assembly	gene_4850
Flagellar assembly	gene_7687
Flagellar assembly	gene_7895
Flavonoids, stilbene and lignin biosynthesis	gene_1413
Flavonoids, stilbene and lignin biosynthesis	gene_1439
Flavonoids, stilbene and lignin biosynthesis	gene_1531
Flavonoids, stilbene and lignin biosynthesis	gene_1559
Flavonoids, stilbene and lignin biosynthesis	gene_168
Flavonoids, stilbene and lignin biosynthesis	gene_1687
Flavonoids, stilbene and lignin biosynthesis	gene_1765
Flavonoids, stilbene and lignin biosynthesis	gene_1902
Flavonoids, stilbene and lignin biosynthesis	gene_2632
Flavonoids, stilbene and lignin biosynthesis	gene_2703
Flavonoids, stilbene and lignin biosynthesis	gene_2753
Flavonoids, stilbene and lignin biosynthesis	gene_2875
Flavonoids, stilbene and lignin biosynthesis	gene_3307
Flavonoids, stilbene and lignin biosynthesis	gene_3594
Flavonoids, stilbene and lignin biosynthesis	gene_3671
Flavonoids, stilbene and lignin biosynthesis	gene_3731
Flavonoids, stilbene and lignin biosynthesis	gene_3830
Flavonoids, stilbene and lignin biosynthesis	gene_4253
Flavonoids, stilbene and lignin biosynthesis	gene_4310
Flavonoids, stilbene and lignin biosynthesis	gene_4971
Flavonoids, stilbene and lignin biosynthesis	gene_5659
Flavonoids, stilbene and lignin biosynthesis	gene_5766
Flavonoids, stilbene and lignin biosynthesis	gene_5900
Flavonoids, stilbene and lignin biosynthesis	gene_6311
Flavonoids, stilbene and lignin biosynthesis	gene_674
Flavonoids, stilbene and lignin biosynthesis	gene_6742
Flavonoids, stilbene and lignin biosynthesis	gene_7160
Flavonoids, stilbene and lignin biosynthesis	gene_7224
Flavonoids, stilbene and lignin biosynthesis	gene_7242
Flavonoids, stilbene and lignin biosynthesis	gene_738
Flavonoids, stilbene and lignin biosynthesis	gene_7738
Flavonoids, stilbene and lignin biosynthesis	gene_7764
Flavonoids, stilbene and lignin biosynthesis	gene_7925
Flavonoids, stilbene and lignin biosynthesis	gene_7979
Flavonoids, stilbene and lignin biosynthesis	gene_7987
Flavonoids, stilbene and lignin biosynthesis	gene_8386
Fluorene degradation	gene_1069
Fluorene degradation	gene_1491
Fluorene degradation	gene_168
Fluorene degradation	gene_2464
Fluorene degradation	gene_2470
Fluorene degradation	gene_2554
Fluorene degradation	gene_2986
Fluorene degradation	gene_3440
Fluorene degradation	gene_3671
Fluorene degradation	gene_4412
Fluorene degradation	gene_460
Fluorene degradation	gene_5899
Fluorene degradation	gene_6532
Fluorene degradation	gene_6559
Fluorene degradation	gene_7242
Fluorene degradation	gene_7331
Fluorene degradation	gene_7405
Fluorene degradation	gene_7971
Fluorene degradation	gene_7994
Fluorene degradation	gene_8587
Fluorene degradation	gene_8614
Folate biosynthesis	gene_1627
Folate biosynthesis	gene_1769
Folate biosynthesis	gene_3127
Folate biosynthesis	gene_3682
Folate biosynthesis	gene_3720
Folate biosynthesis	gene_375
Folate biosynthesis	gene_4336
Folate biosynthesis	gene_4488
Folate biosynthesis	gene_5208
Folate biosynthesis	gene_5680
Folate biosynthesis	gene_5992
Folate biosynthesis	gene_6186
Folate biosynthesis	gene_6628
Folate biosynthesis	gene_7000
Folate biosynthesis	gene_7845
Folate biosynthesis	gene_7961
Folate biosynthesis	gene_8108
Fructose and mannose metabolism	gene_1150
Fructose and mannose metabolism	gene_131
Fructose and mannose metabolism	gene_1588
Fructose and mannose metabolism	gene_1743
Fructose and mannose metabolism	gene_1752
Fructose and mannose metabolism	gene_184
Fructose and mannose metabolism	gene_1856
Fructose and mannose metabolism	gene_2256
Fructose and mannose metabolism	gene_2694
Fructose and mannose metabolism	gene_287
Fructose and mannose metabolism	gene_3020
Fructose and mannose metabolism	gene_3111
Fructose and mannose metabolism	gene_330
Fructose and mannose metabolism	gene_3385
Fructose and mannose metabolism	gene_3431
Fructose and mannose metabolism	gene_364
Fructose and mannose metabolism	gene_3677
Fructose and mannose metabolism	gene_3900
Fructose and mannose metabolism	gene_3938
Fructose and mannose metabolism	gene_4052
Fructose and mannose metabolism	gene_4069
Fructose and mannose metabolism	gene_4108
Fructose and mannose metabolism	gene_4211
Fructose and mannose metabolism	gene_4337
Fructose and mannose metabolism	gene_466
Fructose and mannose metabolism	gene_5119
Fructose and mannose metabolism	gene_5122
Fructose and mannose metabolism	gene_5129
Fructose and mannose metabolism	gene_5170
Fructose and mannose metabolism	gene_5173
Fructose and mannose metabolism	gene_5359
Fructose and mannose metabolism	gene_5364
Fructose and mannose metabolism	gene_5406
Fructose and mannose metabolism	gene_5485
Fructose and mannose metabolism	gene_5494
Fructose and mannose metabolism	gene_5555
Fructose and mannose metabolism	gene_5597
Fructose and mannose metabolism	gene_5895
Fructose and mannose metabolism	gene_592
Fructose and mannose metabolism	gene_6198
Fructose and mannose metabolism	gene_6236
Fructose and mannose metabolism	gene_662
Fructose and mannose metabolism	gene_6707
Fructose and mannose metabolism	gene_6771
Fructose and mannose metabolism	gene_681
Fructose and mannose metabolism	gene_7
Fructose and mannose metabolism	gene_7157
Fructose and mannose metabolism	gene_7307
Fructose and mannose metabolism	gene_7622
Fructose and mannose metabolism	gene_7634
Fructose and mannose metabolism	gene_7696
Fructose and mannose metabolism	gene_7768
Fructose and mannose metabolism	gene_7836
Fructose and mannose metabolism	gene_7865
Fructose and mannose metabolism	gene_7922
Fructose and mannose metabolism	gene_7931
Fructose and mannose metabolism	gene_8033
Fructose and mannose metabolism	gene_8143
Fructose and mannose metabolism	gene_8197
Fructose and mannose metabolism	gene_8213
Fructose and mannose metabolism	gene_8301
Fructose and mannose metabolism	gene_851
Fructose and mannose metabolism	gene_8537
Fructose and mannose metabolism	gene_8548
Fructose and mannose metabolism	gene_8594
Fructose and mannose metabolism	gene_972
Galactose metabolism	gene_1109
Galactose metabolism	gene_129
Galactose metabolism	gene_1743
Galactose metabolism	gene_184
Galactose metabolism	gene_2533
Galactose metabolism	gene_2690
Galactose metabolism	gene_3117
Galactose metabolism	gene_330
Galactose metabolism	gene_3385
Galactose metabolism	gene_341
Galactose metabolism	gene_4052
Galactose metabolism	gene_4108
Galactose metabolism	gene_4337
Galactose metabolism	gene_4862
Galactose metabolism	gene_5173
Galactose metabolism	gene_5387
Galactose metabolism	gene_5494
Galactose metabolism	gene_5555
Galactose metabolism	gene_5611
Galactose metabolism	gene_6002
Galactose metabolism	gene_6122
Galactose metabolism	gene_6198
Galactose metabolism	gene_6421
Galactose metabolism	gene_6600
Galactose metabolism	gene_662
Galactose metabolism	gene_6679
Galactose metabolism	gene_6771
Galactose metabolism	gene_7
Galactose metabolism	gene_705
Galactose metabolism	gene_7157
Galactose metabolism	gene_7248
Galactose metabolism	gene_7286
Galactose metabolism	gene_7634
Galactose metabolism	gene_7768
Galactose metabolism	gene_778
Galactose metabolism	gene_7824
Galactose metabolism	gene_8033
Galactose metabolism	gene_8213
Galactose metabolism	gene_8537
Galactose metabolism	gene_8563
Galactose metabolism	gene_972
Globoside metabolism	gene_1150
Globoside metabolism	gene_1588
Globoside metabolism	gene_1752
Globoside metabolism	gene_2694
Globoside metabolism	gene_3431
Globoside metabolism	gene_3677
Globoside metabolism	gene_3900
Globoside metabolism	gene_4069
Globoside metabolism	gene_4211
Globoside metabolism	gene_4490
Globoside metabolism	gene_5129
Globoside metabolism	gene_5359
Globoside metabolism	gene_5364
Globoside metabolism	gene_5406
Globoside metabolism	gene_5597
Globoside metabolism	gene_592
Globoside metabolism	gene_6236
Globoside metabolism	gene_7154
Globoside metabolism	gene_7286
Globoside metabolism	gene_7865
Globoside metabolism	gene_7931
Globoside metabolism	gene_8301
Glutamate metabolism	gene_1194
Glutamate metabolism	gene_1950
Glutamate metabolism	gene_2307
Glutamate metabolism	gene_3342
Glutamate metabolism	gene_3607
Glutamate metabolism	gene_3627
Glutamate metabolism	gene_3658
Glutamate metabolism	gene_3709
Glutamate metabolism	gene_4303
Glutamate metabolism	gene_4892
Glutamate metabolism	gene_5044
Glutamate metabolism	gene_5549
Glutamate metabolism	gene_5915
Glutamate metabolism	gene_5918
Glutamate metabolism	gene_6125
Glutamate metabolism	gene_643
Glutamate metabolism	gene_6501
Glutamate metabolism	gene_6547
Glutamate metabolism	gene_6735
Glutamate metabolism	gene_693
Glutamate metabolism	gene_6968
Glutamate metabolism	gene_7342
Glutamate metabolism	gene_7347
Glutamate metabolism	gene_7434
Glutamate metabolism	gene_7443
Glutamate metabolism	gene_7568
Glutathione metabolism	gene_1726
Glutathione metabolism	gene_1730
Glutathione metabolism	gene_2286
Glutathione metabolism	gene_2508
Glutathione metabolism	gene_3038
Glutathione metabolism	gene_327
Glutathione metabolism	gene_3878
Glutathione metabolism	gene_3913
Glutathione metabolism	gene_4703
Glutathione metabolism	gene_4786
Glutathione metabolism	gene_5782
Glutathione metabolism	gene_6089
Glutathione metabolism	gene_6547
Glutathione metabolism	gene_6710
Glutathione metabolism	gene_7568
Glutathione metabolism	gene_8052
Glutathione metabolism	gene_828
Glutathione metabolism	gene_936
Glycerolipid metabolism	gene_1066
Glycerolipid metabolism	gene_1107
Glycerolipid metabolism	gene_1150
Glycerolipid metabolism	gene_1202
Glycerolipid metabolism	gene_1207
Glycerolipid metabolism	gene_1225
Glycerolipid metabolism	gene_1329
Glycerolipid metabolism	gene_1373
Glycerolipid metabolism	gene_1436
Glycerolipid metabolism	gene_1502
Glycerolipid metabolism	gene_1566
Glycerolipid metabolism	gene_1588
Glycerolipid metabolism	gene_1627
Glycerolipid metabolism	gene_1743
Glycerolipid metabolism	gene_1752
Glycerolipid metabolism	gene_184
Glycerolipid metabolism	gene_1864
Glycerolipid metabolism	gene_2043
Glycerolipid metabolism	gene_2056
Glycerolipid metabolism	gene_2100
Glycerolipid metabolism	gene_2128
Glycerolipid metabolism	gene_217
Glycerolipid metabolism	gene_2592
Glycerolipid metabolism	gene_2633
Glycerolipid metabolism	gene_2690
Glycerolipid metabolism	gene_2694
Glycerolipid metabolism	gene_2709
Glycerolipid metabolism	gene_2806
Glycerolipid metabolism	gene_2835
Glycerolipid metabolism	gene_3019
Glycerolipid metabolism	gene_3123
Glycerolipid metabolism	gene_3126
Glycerolipid metabolism	gene_3183
Glycerolipid metabolism	gene_3193
Glycerolipid metabolism	gene_3212
Glycerolipid metabolism	gene_3213
Glycerolipid metabolism	gene_330
Glycerolipid metabolism	gene_3344
Glycerolipid metabolism	gene_335
Glycerolipid metabolism	gene_3428
Glycerolipid metabolism	gene_3431
Glycerolipid metabolism	gene_3447
Glycerolipid metabolism	gene_3449
Glycerolipid metabolism	gene_3644
Glycerolipid metabolism	gene_3677
Glycerolipid metabolism	gene_3682
Glycerolipid metabolism	gene_375
Glycerolipid metabolism	gene_3845
Glycerolipid metabolism	gene_3892
Glycerolipid metabolism	gene_3900
Glycerolipid metabolism	gene_3919
Glycerolipid metabolism	gene_4047
Glycerolipid metabolism	gene_4055
Glycerolipid metabolism	gene_4069
Glycerolipid metabolism	gene_4108
Glycerolipid metabolism	gene_4151
Glycerolipid metabolism	gene_4211
Glycerolipid metabolism	gene_4242
Glycerolipid metabolism	gene_4258
Glycerolipid metabolism	gene_430
Glycerolipid metabolism	gene_4337
Glycerolipid metabolism	gene_4567
Glycerolipid metabolism	gene_4590
Glycerolipid metabolism	gene_4697
Glycerolipid metabolism	gene_4760
Glycerolipid metabolism	gene_4815
Glycerolipid metabolism	gene_5120
Glycerolipid metabolism	gene_5122
Glycerolipid metabolism	gene_5129
Glycerolipid metabolism	gene_5173
Glycerolipid metabolism	gene_5256
Glycerolipid metabolism	gene_5264
Glycerolipid metabolism	gene_5328
Glycerolipid metabolism	gene_5359
Glycerolipid metabolism	gene_5364
Glycerolipid metabolism	gene_5386
Glycerolipid metabolism	gene_5406
Glycerolipid metabolism	gene_5494
Glycerolipid metabolism	gene_5504
Glycerolipid metabolism	gene_5555
Glycerolipid metabolism	gene_5597
Glycerolipid metabolism	gene_5622
Glycerolipid metabolism	gene_5772
Glycerolipid metabolism	gene_5795
Glycerolipid metabolism	gene_592
Glycerolipid metabolism	gene_5949
Glycerolipid metabolism	gene_6122
Glycerolipid metabolism	gene_6198
Glycerolipid metabolism	gene_6213
Glycerolipid metabolism	gene_6236
Glycerolipid metabolism	gene_6245
Glycerolipid metabolism	gene_6336
Glycerolipid metabolism	gene_6470
Glycerolipid metabolism	gene_6569
Glycerolipid metabolism	gene_662
Glycerolipid metabolism	gene_6632
Glycerolipid metabolism	gene_67
Glycerolipid metabolism	gene_6766
Glycerolipid metabolism	gene_6771
Glycerolipid metabolism	gene_679
Glycerolipid metabolism	gene_6793
Glycerolipid metabolism	gene_681
Glycerolipid metabolism	gene_6816
Glycerolipid metabolism	gene_6840
Glycerolipid metabolism	gene_6880
Glycerolipid metabolism	gene_6920
Glycerolipid metabolism	gene_705
Glycerolipid metabolism	gene_7217
Glycerolipid metabolism	gene_7248
Glycerolipid metabolism	gene_7286
Glycerolipid metabolism	gene_737
Glycerolipid metabolism	gene_7438
Glycerolipid metabolism	gene_7634
Glycerolipid metabolism	gene_7789
Glycerolipid metabolism	gene_7865
Glycerolipid metabolism	gene_7931
Glycerolipid metabolism	gene_8033
Glycerolipid metabolism	gene_8045
Glycerolipid metabolism	gene_83
Glycerolipid metabolism	gene_8301
Glycerolipid metabolism	gene_8309
Glycerolipid metabolism	gene_8537
Glycerolipid metabolism	gene_8589
Glycerolipid metabolism	gene_972
Glycine, serine and threonine metabolism	gene_1254
Glycine, serine and threonine metabolism	gene_1572
Glycine, serine and threonine metabolism	gene_1714
Glycine, serine and threonine metabolism	gene_1743
Glycine, serine and threonine metabolism	gene_184
Glycine, serine and threonine metabolism	gene_2059
Glycine, serine and threonine metabolism	gene_2065
Glycine, serine and threonine metabolism	gene_2095
Glycine, serine and threonine metabolism	gene_2100
Glycine, serine and threonine metabolism	gene_2156
Glycine, serine and threonine metabolism	gene_2176
Glycine, serine and threonine metabolism	gene_2603
Glycine, serine and threonine metabolism	gene_2816
Glycine, serine and threonine metabolism	gene_2872
Glycine, serine and threonine metabolism	gene_2887
Glycine, serine and threonine metabolism	gene_3005
Glycine, serine and threonine metabolism	gene_330
Glycine, serine and threonine metabolism	gene_3505
Glycine, serine and threonine metabolism	gene_3757
Glycine, serine and threonine metabolism	gene_379
Glycine, serine and threonine metabolism	gene_3858
Glycine, serine and threonine metabolism	gene_3892
Glycine, serine and threonine metabolism	gene_3997
Glycine, serine and threonine metabolism	gene_4108
Glycine, serine and threonine metabolism	gene_4255
Glycine, serine and threonine metabolism	gene_4337
Glycine, serine and threonine metabolism	gene_4912
Glycine, serine and threonine metabolism	gene_4913
Glycine, serine and threonine metabolism	gene_5173
Glycine, serine and threonine metabolism	gene_5342
Glycine, serine and threonine metabolism	gene_5610
Glycine, serine and threonine metabolism	gene_5665
Glycine, serine and threonine metabolism	gene_5738
Glycine, serine and threonine metabolism	gene_5744
Glycine, serine and threonine metabolism	gene_5772
Glycine, serine and threonine metabolism	gene_5893
Glycine, serine and threonine metabolism	gene_6079
Glycine, serine and threonine metabolism	gene_6174
Glycine, serine and threonine metabolism	gene_6198
Glycine, serine and threonine metabolism	gene_6359
Glycine, serine and threonine metabolism	gene_6435
Glycine, serine and threonine metabolism	gene_6569
Glycine, serine and threonine metabolism	gene_662
Glycine, serine and threonine metabolism	gene_6840
Glycine, serine and threonine metabolism	gene_7105
Glycine, serine and threonine metabolism	gene_7461
Glycine, serine and threonine metabolism	gene_7570
Glycine, serine and threonine metabolism	gene_7698
Glycine, serine and threonine metabolism	gene_8033
Glycine, serine and threonine metabolism	gene_8309
Glycine, serine and threonine metabolism	gene_8349
Glycine, serine and threonine metabolism	gene_8436
Glycine, serine and threonine metabolism	gene_972
Glycolysis / Gluconeogenesis	gene_1207
Glycolysis / Gluconeogenesis	gene_1225
Glycolysis / Gluconeogenesis	gene_1436
Glycolysis / Gluconeogenesis	gene_1552
Glycolysis / Gluconeogenesis	gene_1566
Glycolysis / Gluconeogenesis	gene_1864
Glycolysis / Gluconeogenesis	gene_1968
Glycolysis / Gluconeogenesis	gene_2001
Glycolysis / Gluconeogenesis	gene_2043
Glycolysis / Gluconeogenesis	gene_2296
Glycolysis / Gluconeogenesis	gene_2633
Glycolysis / Gluconeogenesis	gene_2889
Glycolysis / Gluconeogenesis	gene_2905
Glycolysis / Gluconeogenesis	gene_2951
Glycolysis / Gluconeogenesis	gene_2953
Glycolysis / Gluconeogenesis	gene_3193
Glycolysis / Gluconeogenesis	gene_3212
Glycolysis / Gluconeogenesis	gene_3213
Glycolysis / Gluconeogenesis	gene_3385
Glycolysis / Gluconeogenesis	gene_3428
Glycolysis / Gluconeogenesis	gene_3447
Glycolysis / Gluconeogenesis	gene_3449
Glycolysis / Gluconeogenesis	gene_4052
Glycolysis / Gluconeogenesis	gene_4055
Glycolysis / Gluconeogenesis	gene_4258
Glycolysis / Gluconeogenesis	gene_4560
Glycolysis / Gluconeogenesis	gene_4567
Glycolysis / Gluconeogenesis	gene_4591
Glycolysis / Gluconeogenesis	gene_466
Glycolysis / Gluconeogenesis	gene_5119
Glycolysis / Gluconeogenesis	gene_5122
Glycolysis / Gluconeogenesis	gene_5347
Glycolysis / Gluconeogenesis	gene_5570
Glycolysis / Gluconeogenesis	gene_5622
Glycolysis / Gluconeogenesis	gene_5837
Glycolysis / Gluconeogenesis	gene_6002
Glycolysis / Gluconeogenesis	gene_6213
Glycolysis / Gluconeogenesis	gene_6304
Glycolysis / Gluconeogenesis	gene_6431
Glycolysis / Gluconeogenesis	gene_67
Glycolysis / Gluconeogenesis	gene_6707
Glycolysis / Gluconeogenesis	gene_681
Glycolysis / Gluconeogenesis	gene_7
Glycolysis / Gluconeogenesis	gene_7141
Glycolysis / Gluconeogenesis	gene_7157
Glycolysis / Gluconeogenesis	gene_7217
Glycolysis / Gluconeogenesis	gene_7307
Glycolysis / Gluconeogenesis	gene_7563
Glycolysis / Gluconeogenesis	gene_7612
Glycolysis / Gluconeogenesis	gene_7768
Glycolysis / Gluconeogenesis	gene_777
Glycolysis / Gluconeogenesis	gene_7922
Glycolysis / Gluconeogenesis	gene_7970
Glycolysis / Gluconeogenesis	gene_8213
Glycolysis / Gluconeogenesis	gene_8411
Glycolysis / Gluconeogenesis	gene_8436
Glycolysis / Gluconeogenesis	gene_8589
Glycosaminoglycan degradation	gene_2690
Glycosaminoglycan degradation	gene_4490
Glycosaminoglycan degradation	gene_6122
Glycosaminoglycan degradation	gene_705
Glycosaminoglycan degradation	gene_7154
Glycosaminoglycan degradation	gene_7248
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	gene_3796
Glyoxylate and dicarboxylate metabolism	gene_1596
Glyoxylate and dicarboxylate metabolism	gene_2100
Glyoxylate and dicarboxylate metabolism	gene_231
Glyoxylate and dicarboxylate metabolism	gene_2603
Glyoxylate and dicarboxylate metabolism	gene_320
Glyoxylate and dicarboxylate metabolism	gene_3565
Glyoxylate and dicarboxylate metabolism	gene_3711
Glyoxylate and dicarboxylate metabolism	gene_4656
Glyoxylate and dicarboxylate metabolism	gene_5506
Glyoxylate and dicarboxylate metabolism	gene_5893
Glyoxylate and dicarboxylate metabolism	gene_5914
Glyoxylate and dicarboxylate metabolism	gene_6174
Glyoxylate and dicarboxylate metabolism	gene_7236
Glyoxylate and dicarboxylate metabolism	gene_8289
Histidine metabolism	gene_1107
Histidine metabolism	gene_1207
Histidine metabolism	gene_152
Histidine metabolism	gene_1531
Histidine metabolism	gene_1968
Histidine metabolism	gene_2043
Histidine metabolism	gene_2164
Histidine metabolism	gene_2632
Histidine metabolism	gene_2762
Histidine metabolism	gene_2889
Histidine metabolism	gene_2914
Histidine metabolism	gene_3213
Histidine metabolism	gene_3438
Histidine metabolism	gene_3447
Histidine metabolism	gene_3449
Histidine metabolism	gene_3587
Histidine metabolism	gene_4055
Histidine metabolism	gene_4253
Histidine metabolism	gene_4299
Histidine metabolism	gene_430
Histidine metabolism	gene_4567
Histidine metabolism	gene_4990
Histidine metabolism	gene_5063
Histidine metabolism	gene_5665
Histidine metabolism	gene_5762
Histidine metabolism	gene_5766
Histidine metabolism	gene_6340
Histidine metabolism	gene_6684
Histidine metabolism	gene_6920
Histidine metabolism	gene_7368
Histidine metabolism	gene_7517
Histidine metabolism	gene_7563
Histidine metabolism	gene_7651
Histidine metabolism	gene_7764
Histidine metabolism	gene_7769
Histidine metabolism	gene_7987
Histidine metabolism	gene_8135
Histidine metabolism	gene_8175
Histidine metabolism	gene_8216
Histidine metabolism	gene_8589
Inositol metabolism	gene_5122
Inositol metabolism	gene_681
Inositol phosphate metabolism	gene_1131
Inositol phosphate metabolism	gene_1229
Inositol phosphate metabolism	gene_1878
Inositol phosphate metabolism	gene_2699
Inositol phosphate metabolism	gene_3139
Inositol phosphate metabolism	gene_3216
Inositol phosphate metabolism	gene_3831
Inositol phosphate metabolism	gene_3892
Inositol phosphate metabolism	gene_3970
Inositol phosphate metabolism	gene_4145
Inositol phosphate metabolism	gene_4725
Inositol phosphate metabolism	gene_4801
Inositol phosphate metabolism	gene_5075
Inositol phosphate metabolism	gene_5234
Inositol phosphate metabolism	gene_6275
Inositol phosphate metabolism	gene_6725
Inositol phosphate metabolism	gene_7019
Inositol phosphate metabolism	gene_7058
Inositol phosphate metabolism	gene_7717
Inositol phosphate metabolism	gene_8092
Inositol phosphate metabolism	gene_8385
Keratan sulfate biosynthesis	gene_1150
Keratan sulfate biosynthesis	gene_1588
Keratan sulfate biosynthesis	gene_1752
Keratan sulfate biosynthesis	gene_2694
Keratan sulfate biosynthesis	gene_3431
Keratan sulfate biosynthesis	gene_3677
Keratan sulfate biosynthesis	gene_3900
Keratan sulfate biosynthesis	gene_4069
Keratan sulfate biosynthesis	gene_4211
Keratan sulfate biosynthesis	gene_5129
Keratan sulfate biosynthesis	gene_5359
Keratan sulfate biosynthesis	gene_5364
Keratan sulfate biosynthesis	gene_5406
Keratan sulfate biosynthesis	gene_5597
Keratan sulfate biosynthesis	gene_592
Keratan sulfate biosynthesis	gene_6236
Keratan sulfate biosynthesis	gene_7865
Keratan sulfate biosynthesis	gene_7931
Keratan sulfate biosynthesis	gene_8301
Lipopolysaccharide biosynthesis	gene_1107
Lipopolysaccharide biosynthesis	gene_1561
Lipopolysaccharide biosynthesis	gene_2076
Lipopolysaccharide biosynthesis	gene_2644
Lipopolysaccharide biosynthesis	gene_2977
Lipopolysaccharide biosynthesis	gene_3585
Lipopolysaccharide biosynthesis	gene_4034
Lipopolysaccharide biosynthesis	gene_430
Lipopolysaccharide biosynthesis	gene_4609
Lipopolysaccharide biosynthesis	gene_4675
Lipopolysaccharide biosynthesis	gene_5230
Lipopolysaccharide biosynthesis	gene_6318
Lipopolysaccharide biosynthesis	gene_6365
Lipopolysaccharide biosynthesis	gene_6920
Lipopolysaccharide biosynthesis	gene_7028
Lipopolysaccharide biosynthesis	gene_7839
Lipopolysaccharide biosynthesis	gene_8128
Lipopolysaccharide biosynthesis	gene_8158
Lysine biosynthesis	gene_1107
Lysine biosynthesis	gene_1595
Lysine biosynthesis	gene_2872
Lysine biosynthesis	gene_3236
Lysine biosynthesis	gene_3501
Lysine biosynthesis	gene_3997
Lysine biosynthesis	gene_430
Lysine biosynthesis	gene_5467
Lysine biosynthesis	gene_6079
Lysine biosynthesis	gene_6206
Lysine biosynthesis	gene_6613
Lysine biosynthesis	gene_6747
Lysine biosynthesis	gene_6920
Lysine biosynthesis	gene_8230
Lysine biosynthesis	gene_8466
Lysine degradation	gene_1027
Lysine degradation	gene_1107
Lysine degradation	gene_1114
Lysine degradation	gene_1207
Lysine degradation	gene_1279
Lysine degradation	gene_1399
Lysine degradation	gene_1490
Lysine degradation	gene_1595
Lysine degradation	gene_1622
Lysine degradation	gene_1743
Lysine degradation	gene_184
Lysine degradation	gene_1855
Lysine degradation	gene_2043
Lysine degradation	gene_223
Lysine degradation	gene_2442
Lysine degradation	gene_270
Lysine degradation	gene_3079
Lysine degradation	gene_3213
Lysine degradation	gene_330
Lysine degradation	gene_3447
Lysine degradation	gene_3449
Lysine degradation	gene_3517
Lysine degradation	gene_377
Lysine degradation	gene_3858
Lysine degradation	gene_3925
Lysine degradation	gene_4055
Lysine degradation	gene_4108
Lysine degradation	gene_430
Lysine degradation	gene_4308
Lysine degradation	gene_4337
Lysine degradation	gene_4567
Lysine degradation	gene_4872
Lysine degradation	gene_5173
Lysine degradation	gene_5461
Lysine degradation	gene_5467
Lysine degradation	gene_5698
Lysine degradation	gene_5870
Lysine degradation	gene_6104
Lysine degradation	gene_6198
Lysine degradation	gene_620
Lysine degradation	gene_6203
Lysine degradation	gene_6373
Lysine degradation	gene_6613
Lysine degradation	gene_662
Lysine degradation	gene_6920
Lysine degradation	gene_6975
Lysine degradation	gene_713
Lysine degradation	gene_7226
Lysine degradation	gene_7343
Lysine degradation	gene_7386
Lysine degradation	gene_7447
Lysine degradation	gene_7678
Lysine degradation	gene_7909
Lysine degradation	gene_8033
Lysine degradation	gene_8226
Lysine degradation	gene_8349
Lysine degradation	gene_8425
